RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
34073,221,117961,118413,120370,118321,117906,290919,118322,1
972,20412,117890,117891,117878,117879,117879,19721,117880,1
25882,46224,117961,118327,118378,120952,143223,118453,120954,1
74241,23111,119691,119692,118635,122967,117906,119695,122969,1
79121,2924,118887,118888,121108,258434,293631,118424,258436,1
37793,17695,117890,117891,117878,117879,117879,19721,117880,0
26323,3619,119134,119135,125440,118685,126297,308574,118687,1
75078,14798,117961,118386,118746,128230,302830,4673,128231,1
79121,16967,117961,118300,125872,120344,267223,118424,120346,1
27124,96560,117961,118327,4674,117905,117906,290919,117908,1
3853,5511,117961,118386,120361,118321,117906,290919,118322,1
32114,17156,117961,118300,118810,123082,197687,19793,123084,1
79092,6340,118114,118115,117941,117879,117886,19721,117880,1
15369,131441,117961,118343,118292,118422,300136,118424,118425,1
16985,1411,117902,117903,118437,122129,305057,121916,122131,1
25993,5178,117961,118343,118660,118826,158101,118424,118828,1
28149,151283,117961,118386,118522,118321,123513,290919,118322,1
34982,5249,117961,118386,123144,118396,233714,118398,118399,1
35972,85343,117961,118327,118933,118784,121873,290919,118786,1
78842,795,117961,118225,120551,117905,117906,290919,117908,1
42093,4713,117961,118052,120398,122067,164160,118424,122069,0
26900,15398,118169,118170,118575,130479,139169,119784,130481,1
33642,20438,117890,117891,117878,117879,117879,19721,117880,0
45300,27878,117916,118150,117912,117879,117886,19721,117880,0
43190,26401,119691,119692,118635,131795,117906,119695,131797,1
75901,4936,117961,118343,120126,123615,133686,118424,123617,1
25993,13912,117935,117936,117878,118568,118568,19721,118570,1
25749,3606,118169,118170,118179,126684,204891,292795,126685,1
20364,1930,122880,122974,122870,120097,281292,270488,120099,1
79092,4642,117961,118327,120551,118321,117906,290919,118322,1
6977,6454,117961,118343,118856,117905,117906,290919,117908,1
114445,1325,117961,117962,118910,118321,117906,290919,118322,1
80151,14889,117961,118300,120722,118321,117906,290919,118322,1
917,20126,117961,118386,120677,122067,120065,118424,122069,1
37793,50314,117890,117891,117878,117899,123862,19721,117900,1
43873,2014,117961,117962,117904,118958,127525,118960,118961,1
25959,13411,118023,118024,118810,119899,310825,19793,119900,1
42451,1334,117961,117962,118910,118451,130134,118453,118454,1
6977,7644,117961,118225,120383,120690,120690,290919,120692,1
39333,2944,117961,118343,119796,119743,132775,3130,119745,1
37008,6453,125714,125715,118910,118321,117906,290919,118322,1
20897,8068,117961,118386,121668,118321,117906,290919,118322,0
16116,2014,117961,117962,118791,118368,129597,117887,118486,1
6707,141,117961,118225,122273,118321,117906,290919,118322,1
78176,4698,117961,117962,118352,118321,290919,290919,118322,1
37734,68562,118090,118091,119424,179731,132991,117887,117973,1
45560,84891,120342,120343,118631,118321,125684,290919,118322,1
25993,27498,118120,118121,117884,117879,136703,19721,117880,0
39262,19829,117961,118386,118896,120773,310589,118960,120774,1
77203,3237,117961,119256,119257,117946,118806,292795,117948,1
16988,6285,117961,118300,132427,117905,117906,290919,117908,1
81295,49353,117961,117962,118910,118321,117906,290919,118322,1
935,7012,117961,118225,120050,118777,279443,308574,118779,1
25993,20508,118219,118220,117941,117879,119983,19721,117880,0
23096,4588,117961,118225,118403,118321,117906,290919,118322,1
34580,744,117961,118300,120722,118321,117906,290919,118322,1
39478,7338,117961,118225,118616,117905,240983,290919,117908,1
27082,17713,117961,118225,120663,118321,117906,290919,118322,1
105478,7398,117961,118225,119924,118321,240983,290919,118322,1
74679,4299,117876,117877,117878,117899,121756,19721,117900,1
41123,16973,117961,118300,124942,118321,117906,290919,118322,1
27082,17223,117961,118225,120535,123067,269406,118398,123068,1
20297,17111,118120,118121,117878,123191,123191,19721,123192,1
44641,3622,117961,118300,118458,118834,223125,118424,118836,1
1008,3225,117961,118327,118929,118685,120316,308574,118687,1
18295,13357,117890,117891,118810,119899,135517,19793,119900,1
75275,18438,119170,119171,148436,124886,148437,118643,124888,1
1732,3053,117961,118225,120663,118641,306399,118643,118644,1
14354,18236,117961,118052,120304,122297,301475,118331,118899,1
18418,5114,117961,118300,119890,118422,300136,118424,118425,1
15672,111936,117961,118300,118783,118784,117906,290919,118786,1
3853,671,117961,117962,118352,118784,117906,290919,118786,1
36429,15616,119280,119281,118623,117946,119359,292795,117948,1
80131,29134,117961,118300,121305,118321,240983,290919,118322,1
33287,46254,117961,118327,126310,124886,123881,118643,124888,1
28149,21127,117961,118052,119408,118536,118537,308574,118539,1
74463,14752,119134,119135,120054,118321,117906,290919,118322,1
70452,58590,118953,118954,117884,118568,119907,19721,118570,1
80722,2286,117902,117903,277693,120773,118959,118960,120774,1
18519,32242,117961,118327,118929,118321,117906,290919,118322,1
36020,12891,117951,117952,117878,179731,220080,117887,117973,1
27124,36051,117961,118386,118635,118685,262400,308574,118687,1
78844,15422,117961,118052,118867,120097,174445,270488,120099,1
17226,55119,119062,119091,123125,134095,300136,118474,118475,1
75078,18686,117961,118386,121883,117905,290919,290919,117908,1
40185,25329,118212,119763,123173,119849,263199,118638,119851,0
37326,25262,117961,118327,118320,118685,311622,308574,118687,1
45580,46503,120140,120141,121589,120952,120953,118453,120954,1
75834,1903,117961,118343,118514,118321,117906,290919,118322,1
84804,7067,117961,118225,118403,117905,117906,290919,117908,0
33062,13828,117961,118300,118395,118890,125128,118398,118892,1
41497,6440,118216,118217,117941,117879,117886,19721,117880,1
23990,6739,117961,117969,6725,120527,298066,6725,120529,1
34924,7285,117961,118225,118403,119849,310589,118638,119851,1
43942,32279,119691,119692,118635,122967,306795,119695,122969,1
3719,51091,120864,121013,124266,118826,154886,118424,118828,1
80468,70142,117902,117903,118635,159787,118959,119695,159789,1
5353,19718,117961,117962,119223,122269,122270,118643,122271,1
23921,4258,117961,118343,119598,118422,300136,118424,118425,1
42085,4865,117961,118343,121710,118422,300136,118424,118425,1
4675,2541,117961,118343,118856,117905,240983,290919,117908,1
31198,141,117961,118225,122273,118321,117906,290919,118322,1
40867,5313,117961,118052,120356,122067,141493,118424,122069,1
4675,13671,117961,118327,118744,118685,137335,308574,118687,1
44900,15644,118752,118753,119121,280788,130913,292795,119082,1
78842,2354,117961,117962,118501,120702,308462,118504,120704,1
34583,6277,117961,118343,118437,117905,240983,290919,117908,1
13878,13180,118084,118085,117884,117879,117886,19721,117880,1
80063,70056,117961,118225,118403,118777,279443,308574,118779,1
39262,25293,117961,118386,118317,121414,130802,118704,121416,1
39883,93627,91261,118026,119507,118321,117906,290919,118322,1
7678,17393,117961,118225,119781,118207,164476,270488,118209,1
6484,1334,117961,117962,118910,118451,130134,118453,118454,1
18299,17156,117961,118300,118810,123082,197687,19793,123084,1
27268,7164,117902,117903,118783,117905,118036,290919,117908,1
27348,5225,117961,118343,118458,120006,311622,118424,120008,1
18418,33774,118212,118580,117895,118568,267952,19721,118570,1
22282,148795,117935,117936,117878,117879,117879,19721,117880,1
30628,25263,117961,118327,120318,120690,120690,290919,120692,1
79092,21837,117961,118327,118507,118890,311441,118398,118892,1
971,3788,117961,118343,120722,118321,117906,290919,118322,1
31633,126679,117890,117891,118810,119899,117899,19793,119900,1
80699,3905,117961,118343,119945,118321,117906,290919,118322,1
107985,19673,117961,118446,16232,118777,279443,308574,118779,1
20897,27358,117961,118413,128801,120628,278014,118131,120629,1
1020,814,118887,118888,123719,117905,117906,290919,117908,1
36422,57516,118120,118121,117878,118568,163031,19721,118570,1
71155,2781,117961,118300,118360,119849,310589,118638,119851,1
20733,7320,5110,117954,122672,128197,273102,119772,128199,1
79092,2942,117961,118343,118700,117905,240983,290919,117908,1
80769,7525,117961,118225,120551,118784,147114,290919,118786,1
117579,71215,117961,118386,118404,118784,118785,290919,118786,1
40309,1541,117961,118225,123173,119093,120324,119095,119096,1
35498,6982,117961,118300,118783,118784,213944,290919,118786,1
7543,15012,118212,118213,123201,117905,240983,290919,117908,1
28149,18686,117961,118386,121883,118321,117906,290919,118322,1
3130,40509,117961,118225,118403,119743,141396,3130,119745,1
15064,2355,127616,119256,141383,118368,118368,117887,118486,1
20351,1810,117961,118327,120559,118641,306399,118643,118644,1
79091,7265,117961,118343,119598,120773,123107,118960,120774,1
40997,19986,117961,118225,125139,120773,118959,118960,120774,1
14354,50538,118953,118954,117920,118568,131694,19721,118570,1
6449,234788,118658,118659,123606,119077,142048,118372,119079,1
38722,4589,117961,118327,120383,120690,120690,290919,120692,1
58069,3966,117961,118343,122012,118054,118054,117887,118055,1
74149,6227,117961,118343,120722,118784,121347,290919,118786,1
76560,2071,117961,118386,118501,118502,130777,118504,118505,1
80656,17828,117961,118300,118514,128230,302830,4673,128231,1
42592,5409,117961,118343,119993,118321,117906,290919,118322,1
34026,91412,117975,117976,117920,118568,131694,19721,118570,1
17226,15542,117961,118300,118395,118396,300044,118398,118399,1
36927,4698,117961,117962,118352,118321,117906,290919,118322,1
34865,15450,117916,117917,117941,117879,117886,19721,117880,1
15723,3526,117961,118225,120323,119093,121698,119095,119096,1
80137,49574,117961,118327,118391,120773,118959,118960,120774,1
45104,46165,118887,118888,118889,118890,126250,118398,118892,1
3842,51761,117961,118413,120370,118321,117906,290919,118322,1
34215,16973,117961,118300,124942,117905,117906,290919,117908,1
16202,4659,117961,118225,120663,118321,117906,290919,118322,1
31987,50613,117916,118150,118810,119323,128571,19793,119325,1
41246,17046,117902,118041,117945,118274,118806,292795,118276,1
80715,75640,118315,118463,119214,118321,117906,290919,118322,0
25993,116406,117961,117962,120677,122067,297566,118424,122069,1
80210,16024,117961,118300,119984,123067,269406,118398,123068,1
29304,62541,117980,117981,118246,179731,150980,117887,117973,1
278393,7524,117961,118300,118437,118777,279443,308574,118779,1
27354,7460,117961,118300,118783,118321,117906,290919,118322,1
75078,7411,117961,118386,118746,118451,130134,118453,118454,1
15716,18096,118256,118257,118623,118995,136748,292795,118997,1
34817,7610,117961,118327,120383,117905,117906,290919,117908,1
17183,4189,117961,118343,119987,118636,310589,118638,118639,1
80552,814,118887,118888,123719,118321,117906,290919,118322,1
20364,139593,117902,118041,119781,130479,179826,119784,130481,1
4675,1409,117961,118300,120722,118784,290919,290919,118786,1
41594,50043,117961,118327,118929,124810,137809,249618,124812,1
19820,3053,117961,118225,120663,121594,131163,4673,121596,0
99478,7014,117961,118446,119961,118259,118260,290919,118261,1
73229,7460,117961,118300,118783,119351,184043,3130,119353,1
20897,4710,117961,118343,120709,119997,278014,118131,119998,1
77659,53226,117983,117984,117878,118568,292195,19721,118570,1
26398,94240,91261,118026,119507,118321,117906,290919,118322,1
7543,7314,117961,118300,121951,118321,117906,290919,118322,1
74961,8204,117961,118052,122392,120097,174445,270488,120099,1
34950,60979,117926,117927,117884,117885,117913,117887,117888,1
15369,7683,117887,118178,117945,123670,305057,121916,123672,1
33642,58526,117890,117891,117878,118568,292195,19721,118570,1
23875,51491,118074,23779,117884,117885,117913,117887,117888,1
74390,3270,117961,118225,122870,118563,123784,270488,118565,0
33238,59421,117961,118327,118507,118863,122008,118398,118865,1
35398,55132,118169,118170,118042,118043,129174,270488,118046,1
44812,196,117961,118413,121639,118451,130134,118453,118454,1
74227,16103,117961,118327,120283,118777,235477,308574,118779,1
20351,1080,117961,118327,118378,120952,120953,118453,120954,1
34583,1450,117961,118300,118437,119962,168365,118205,119964,1
73535,5604,117961,118343,119598,118958,159709,118960,118961,1
104307,3197,117961,118386,120361,118784,147114,290919,118786,1
34895,139254,119691,119692,118635,159787,301719,119695,159789,1
971,21303,117961,118300,119890,120348,249620,118295,120350,1
83256,16830,117961,118327,119830,120773,118959,118960,120774,0
42093,2765,118290,118291,118301,120344,267006,118424,120346,1
4675,4417,117961,118413,119968,118841,123378,118643,118843,1
75179,57691,117961,117962,120677,122022,265969,119221,122024,1
42085,120114,118725,118726,119076,118422,124426,118424,118425,1
15716,15627,117961,119256,119257,117946,118806,292795,117948,1
90372,65175,117993,117994,117895,117879,117897,19721,117880,1
73586,60121,121785,121786,142145,118321,156948,290919,118322,1
26971,217,117961,118413,120370,118321,117906,290919,118322,1
43503,72209,117961,118225,124948,118054,118054,117887,118055,1
79092,59000,118181,118182,117920,118568,117897,19721,118570,1
14570,91335,118084,118085,117884,118568,281735,19721,118570,1
38119,22871,118219,118220,118008,117899,117897,19721,117900,1
55932,17669,117961,118446,118514,118321,290919,290919,118322,1
79092,51761,117961,118413,120370,117905,117906,290919,117908,1
34817,7133,117961,118327,118320,118321,117906,290919,118322,1
109735,810,117961,118300,123719,118321,240983,290919,118322,1
25266,16701,117961,118300,118458,118293,118302,118295,118296,0
45300,4950,117961,118343,118911,118912,309291,118424,118914,1
75338,75416,118126,118237,117895,117896,117913,117887,117898,1
41115,17326,117961,118386,118692,118259,132715,290919,118261,1
87039,6699,117961,118343,119993,117905,117906,290919,117908,1
105472,2781,117961,118300,118360,119849,310589,118638,119851,1
3826,5403,117961,118413,121639,117905,117906,290919,117908,1
20897,56203,118595,118596,120677,118530,278014,118131,118532,0
915,2890,120864,120865,118437,118636,279443,118638,118639,1
15064,49385,117961,118343,119598,118054,120716,117887,118055,1
79363,3748,117961,118300,120059,118636,133779,118638,118639,1
23567,54618,117961,118052,118992,118321,117906,290919,118322,0
79624,82362,117961,118052,120417,132103,138060,118347,132105,1
18418,5079,117961,118300,127284,120789,284092,118424,120791,1
28889,23345,117961,118327,120318,122060,130360,290919,122062,1
41570,17465,91261,118026,118202,118278,118260,290919,118279,0
79092,27222,117961,118327,123901,118636,310589,118638,118639,0
38719,14456,117890,117891,117878,117879,117879,19721,117880,1
34912,17694,117961,118343,119598,117905,117906,290919,117908,1
25993,5196,117961,118052,121949,118207,127292,270488,118209,1
4675,744,117961,118300,120722,118321,117906,290919,118322,1
91749,249,117961,118225,118403,117905,240983,290919,117908,1
23921,16698,117961,118300,118597,118636,311057,118638,118639,1
77226,14867,117890,118102,117878,117885,118103,117887,117888,1
92326,36,117961,118413,119968,118321,117906,290919,118322,1
17278,4582,118595,118596,81476,118422,149098,118424,118425,1
22662,56153,117961,117969,19666,118368,118368,117887,118486,1
40069,17264,117961,118300,118825,118523,163100,118331,118525,1
83272,111685,117961,118225,125139,122297,301475,118331,118899,1
20279,71589,117916,118150,118599,179731,150184,117887,117973,1
78591,59012,117893,117894,117895,117896,117897,117887,117898,1
33111,3108,117961,118225,124449,120313,230838,118424,120315,1
3853,3486,118752,119070,119781,118563,171750,270488,118565,1
79955,70264,117961,118343,118437,124435,118362,118363,124436,1
73144,21303,117961,118300,119890,120348,249620,118295,120350,1
972,51145,118595,118596,81476,118422,149098,118424,118425,1
78947,1525,117961,118413,121639,118321,117906,290919,118322,1
41493,53190,117961,118300,19772,118784,118785,290919,118786,1
79923,27214,117961,118386,118733,118685,279443,308574,118687,1
41950,1605,117961,118327,128935,118396,235280,118398,118399,1
25862,46224,117961,118327,118378,120952,120953,118453,120954,1
98053,23125,117961,118225,119136,120001,120002,118474,120003,1
80202,7067,117961,118225,118403,117905,240983,290919,117908,1
82249,16922,117961,117962,118501,117905,240983,290919,117908,1
33054,16830,117961,118327,119830,120773,118959,118960,120774,0
40997,20380,117961,118225,124380,307024,311622,118331,118332,1
25744,7615,117961,118300,120059,121469,128942,118424,121471,1
17296,17598,117961,118300,118631,307024,132719,118331,118332,1
34647,820,117961,118300,123719,118321,118406,290919,118322,1
20897,94844,117961,117969,121617,121618,121619,121620,121621,1
832,8229,117961,118300,121305,118784,124402,290919,118786,1
35498,46514,117961,118300,120059,119849,132582,118638,119851,1
19722,724,117961,118300,119181,118321,117906,290919,118322,1
75078,7084,117961,118386,121961,118777,279443,308574,118779,1
14570,79114,117961,118225,123173,120812,311057,118638,120814,1
1020,58849,117961,118327,118492,118451,125738,118453,118454,1
36480,46376,118573,118574,117945,259173,121024,292795,118943,1
37951,51534,118602,118603,118008,117885,117913,117887,117888,1
24884,4263,121785,121786,119142,118321,117906,290919,118322,1
78833,17199,117961,117969,118970,118890,311441,118398,118892,1
35531,3881,117961,118343,118514,118321,117906,290919,118322,1
27010,3648,117961,118300,118631,118980,301534,118295,118982,0
40202,1903,117961,118343,118514,118321,117906,290919,118322,1
32270,3993,117961,118343,120126,120497,223125,118424,120499,1
36173,25618,117961,118052,118320,118784,121556,290919,118786,1
14354,3941,117876,117877,117878,117879,117879,19721,117880,1
28516,58466,118602,118603,118008,118568,118568,19721,118570,1
33248,52735,117961,118052,120356,122067,127906,118424,122069,1
34714,1088,117961,118327,119830,118054,118054,117887,118055,1
13878,31435,118126,118237,117895,117899,267952,19721,117900,1
85423,8674,117961,118327,120318,120690,127922,290919,120692,1
4675,7520,117961,118343,124725,118321,240983,290919,118322,1
3853,4757,117961,118343,118833,126538,126539,143398,126540,1
25993,769,117961,118343,120722,118636,277718,118638,118639,1
39177,98025,5110,117954,117895,118568,281735,19721,118570,1
39628,49440,117961,118300,118631,118422,142573,118424,118425,1
35973,1840,117961,118343,118514,117905,117906,290919,117908,1
38707,19547,118742,118743,117941,117885,117886,117887,117888,1
25993,16971,117961,118300,119993,118321,240983,290919,118322,1
38392,31857,117929,117930,117884,117879,117886,19721,117880,1
39449,17002,5110,117954,117895,118568,157237,19721,118570,1
76560,7411,117961,118386,118746,118747,130134,118453,118749,1
16512,3136,117961,118343,118856,118451,130134,118453,118454,1
23722,19286,122880,122974,121716,120611,136293,249618,120613,1
43485,7519,91261,118026,118202,119962,168365,118205,119964,1
18063,15824,117961,118225,120323,120591,120324,119095,120593,1
16321,21823,117961,118446,118684,118321,117906,290919,118322,1
38704,13845,117961,117962,118791,119928,310608,118331,119929,1
38704,87239,117893,117894,117895,117885,117913,117887,117888,1
6723,2631,117961,118327,120624,307024,311622,118331,118332,1
75078,117710,118315,118316,118522,307024,294485,118331,118332,1
39337,3692,117961,118413,126229,128230,302830,4673,128231,1
16631,239,117961,118225,118403,117905,117906,290919,117908,1
1937,2014,117961,117962,118910,120773,256969,118960,120774,1
81322,6083,117961,117962,122224,117905,240983,290919,117908,1
16003,2371,117961,117962,118501,118502,308462,118504,118505,1
30636,14855,117961,118300,123719,118451,153802,118453,118454,1
36480,46612,118752,119070,120995,280788,280788,292795,119082,0
43452,3371,117902,118041,118042,118043,118044,270488,118046,1
42093,4952,117961,118343,120126,123615,133686,118424,123617,1
23921,17652,120864,120865,171098,118702,194774,118704,118705,1
6977,6201,117961,118225,120663,118321,117906,290919,118322,1
20364,7520,117961,118343,124725,118784,117906,290919,118786,1
39264,15631,118256,119428,118623,118995,119235,292795,118997,1
15064,3053,117961,118225,120663,118641,306399,118643,118644,1
34924,50997,117961,118052,120539,118321,118448,290919,118322,1
42085,3993,117961,118343,120126,120497,223125,118424,120499,1
79092,7434,117961,118300,118514,119962,168365,118205,119964,1
3049,21083,118106,118107,117941,117879,117886,19721,117880,1
80611,4335,119134,119135,118660,118293,118302,118295,118296,1
89826,8121,91261,118026,118746,117905,117906,290919,117908,1
39264,3802,118573,118574,118623,126684,127423,292795,126685,1
42875,4417,117961,118413,119968,118841,118842,118643,118843,1
115980,79111,117961,118343,119945,119928,231633,118331,119929,1
38205,27484,118185,31010,117920,118568,310732,19721,118570,1
36871,67268,117882,117883,117884,117879,117886,19721,117880,1
25270,50015,117961,118343,119598,120344,310997,118424,120346,1
34832,57104,130684,130685,118552,121372,300603,119184,121374,1
80706,19986,117961,118225,118403,120773,136187,118960,120774,1
70452,27862,118953,118954,117884,117885,118247,117887,117888,1
37651,14758,117961,118225,120054,118702,311064,118704,118705,1
91379,17788,117961,118446,119961,132671,118260,290919,132673,1
25274,14638,117961,118052,118821,118321,117906,290919,118322,1
28149,71171,117961,118386,123844,119962,119962,118205,119964,1
4675,43,119920,119921,119922,117905,129950,290919,117908,1
29092,93163,118163,118164,117878,117885,117879,117887,117888,1
23969,49646,119691,119692,118635,120903,118406,119695,120904,1
3264,3287,118752,119070,118042,118043,118043,270488,118046,1
41279,23989,117961,118446,118701,118702,146532,118704,118705,1
39883,20394,117961,118052,118706,120773,305057,118960,120774,1
34634,2837,118887,118888,118631,120344,303717,118424,120346,0
42914,49987,118090,118091,117920,118568,133542,19721,118570,1
15723,3281,117961,118225,119238,122849,120324,119095,122850,1
6016,15015,117961,118413,122007,118321,117906,290919,118322,1
42733,820,117961,118300,123719,118321,118406,290919,118322,1
15716,55666,117902,118041,118556,280788,130913,292795,119082,1
79121,49521,117961,118300,118301,119849,235245,118638,119851,1
74001,63172,117929,117940,117941,117885,117913,117887,117888,1
28660,65834,117983,117984,117878,117879,117879,19721,117880,1
32270,2270,117961,118413,120584,118777,279443,308574,118779,1
2809,53190,117961,118300,19772,307024,200314,118331,118332,1
42093,29575,117961,117969,120574,119976,148648,19793,119978,0
30936,5211,118290,118291,119837,118980,261436,118295,118982,1
38719,50572,118079,118080,117878,117879,118177,19721,117880,1
43876,50208,118079,118080,117878,117885,118177,117887,117888,1
24016,16850,117961,118225,119092,119093,132519,119095,119096,0
25993,5278,118887,118888,125440,120006,303717,118424,120008,1
79121,51124,117961,118300,118631,118422,126423,118424,118425,1
16389,4488,117961,118413,126229,118259,134224,290919,118261,1
23986,3622,117961,118300,118458,118834,223125,118424,118836,1
79121,22458,117961,117962,120677,307024,306404,118331,118332,1
74310,3085,117961,118300,127284,118826,236735,118424,118828,1
79969,46526,117961,118300,119984,118396,269406,118398,118399,1
27665,537,117926,118124,117884,117885,117913,117887,117888,1
79328,56663,117902,117903,118507,120990,120991,118398,120992,1
79030,25237,117961,117962,118910,117905,117906,290919,117908,1
43646,14638,117961,118052,118992,117905,117906,290919,117908,1
39879,71189,117961,118386,128823,118054,124424,117887,118055,1
31661,21023,117961,118052,120398,119351,244798,3130,119353,1
41618,2291,117961,118225,120663,122297,120664,118331,118899,1
19942,2930,117961,118343,118700,118321,117906,290919,118322,1
27082,21866,117961,117969,118816,120647,129715,118398,120649,1
36213,7530,117961,118343,118514,132671,132672,290919,132673,1
4675,71391,117961,118386,118522,118318,128948,118205,118319,1
45015,3242,117961,118343,118514,118321,117906,290919,118322,1
34215,16973,117961,118300,124942,118747,126309,118453,118749,1
33033,21135,117961,118343,123494,118784,121926,290919,118786,0
74106,13832,117961,117962,118501,118777,185617,308574,118779,0
18688,20440,117890,117891,117878,117879,117879,19721,117880,1
15064,56141,117961,117969,19666,118368,118368,117887,118486,1
16988,5083,117961,118300,121108,120344,267189,118424,120346,1
28149,5423,117961,118327,118391,118321,117906,290919,118322,1
35376,3967,117961,118052,118706,118321,117906,290919,118322,1
3853,5018,118595,118596,81476,118826,140711,118424,118828,1
34531,5409,117961,118343,119993,118321,240983,290919,118322,1
4675,20361,117961,117962,118352,118321,117906,290919,118322,1
41314,7411,117961,118386,118746,118451,126089,118453,118454,1
74302,1475,117902,117903,118450,119192,150602,119184,119194,1
32310,4712,117961,118343,118395,123067,269406,118398,123068,1
84736,6982,117961,118300,118783,117905,117906,290919,117908,1
972,4757,118212,118213,118458,119849,290535,118638,119851,1
16639,4466,117961,118300,118360,118054,118054,117887,118055,1
31246,783,117961,118413,127522,128230,4673,4673,128231,1
31461,7586,117961,118225,118403,118321,117906,290919,118322,1
27299,15886,117961,118052,120356,122067,237245,118424,122069,1
25231,234958,118290,118291,120026,118422,233456,118424,118425,1
14896,4571,117961,118225,119924,118777,279443,308574,118779,1
15007,4993,117961,118343,118979,118912,309291,118424,118914,1
77945,1838,117961,118386,118896,119849,244844,118638,119851,1
27750,16972,118887,118888,119987,119849,240725,118638,119851,1
14354,93163,118163,118164,117878,117879,117879,19721,117880,1
108224,1350,117961,118052,120096,117905,117906,290919,117908,1
74367,7579,117961,118300,120722,118685,123004,308574,118687,1
37639,46527,118200,118201,117884,117885,117913,117887,117888,1
75477,7369,117961,118386,118896,118321,117906,290919,118322,1
44456,17514,117961,118343,121747,118321,117906,290919,118322,0
74310,7212,117961,118343,124725,118784,117906,290919,118786,1
4675,5432,117961,118327,118391,117905,117906,290919,117908,1
89859,42230,117961,118327,118744,118321,117906,290919,118322,1
33248,4308,117961,118343,118833,118834,309123,118424,118836,1
107906,4933,117961,118300,118458,307024,301218,118331,118332,1
43876,72734,118079,118080,117878,117885,118177,117887,117888,1
939,13441,117961,118225,122870,118207,279443,270488,118209,1
34433,5524,117961,118343,118514,117905,240983,290919,117908,1
75950,858,117961,118327,118529,118777,279443,308574,118779,0
33241,27214,117961,118386,118692,118685,279443,308574,118687,1
27665,20696,117876,117877,117878,117879,153408,19721,117880,1
34005,1443,117961,118343,120722,118784,117906,290919,118786,1
114810,1482,117961,117962,118840,118841,123378,118643,118843,1
23096,6999,117961,118343,121747,118321,240983,290919,118322,1
40955,34459,117961,118225,118403,118685,279443,308574,118687,1
76299,92309,117959,117960,117941,117885,117913,117887,117888,1
88997,6993,117961,118343,118514,118321,117906,290919,118322,1
20364,4395,117961,118300,118597,118422,150827,118424,118425,1
79092,2710,118290,118291,120823,118396,269406,118398,118399,1
25985,16850,117961,118225,119238,119093,180121,119095,119096,1
36610,15918,117961,118327,118320,118685,120316,308574,118687,1
43018,2948,118315,118316,225010,118777,279443,308574,118779,1
39332,95845,118315,118463,122636,123651,123728,118467,123652,1
26437,31062,119665,119666,117895,117896,117897,117887,117898,1
27124,34826,117887,118178,118320,117905,117906,290919,117908,1
100474,5244,117961,118343,119598,117905,117906,290919,117908,1
38718,71161,117910,117911,117941,117885,117913,117887,117888,1
39600,23531,119134,119135,119136,120632,226928,118131,120634,1
79085,59712,117916,118150,117884,117879,117886,19721,117880,0
34817,2061,117961,118327,120383,118641,306399,118643,118644,1
4675,70297,117961,118327,118744,118259,120721,290919,118261,1
18913,58473,117929,117930,117912,118568,281735,19721,118570,1
34924,3768,117961,118327,118862,118890,125128,118398,118892,1
42413,17852,117961,118446,119969,123082,126470,19793,123084,1
25330,19702,118269,118270,117878,118568,118568,19721,118570,1
23990,4145,117961,118300,120026,307024,303717,118331,118332,1
4605,51058,117902,117903,120428,118318,168365,118205,118319,1
80853,17713,117961,118225,122273,118321,240983,290919,118322,1
25442,7459,5110,117954,122672,118685,223708,308574,118687,1
103927,55941,117961,118327,122109,117905,117906,290919,117908,1
19481,11523,118106,118107,117884,117885,117913,117887,117888,1
15064,17728,117961,118052,119986,118054,150320,117887,118055,1
20222,51757,117961,119256,119257,280788,121024,292795,119082,1
80147,5089,117961,118300,118514,120516,123107,120518,120519,1
25742,2409,117961,117962,117904,119949,123170,290919,119951,1
32270,4287,117961,118343,118833,118912,278748,118424,118914,1
80872,141,117961,118225,122273,120773,118959,118960,120774,1
82326,3811,120864,121013,118395,118396,269406,118398,118399,0
16235,5916,117961,118446,16232,118321,117906,290919,118322,1
971,994,117961,118300,120312,119849,124690,118638,119851,1
80872,7253,117961,118225,118403,117905,117906,290919,117908,1
27291,4909,117961,118300,118458,120344,311701,118424,120346,1
25993,4924,117961,118300,120144,118054,124356,117887,118055,1
80528,2260,117961,118343,119598,118422,300136,118424,118425,1
81350,4145,117961,118300,120026,118834,311412,118424,118836,1
73090,21837,117961,118327,118507,118890,138290,118398,118892,1
80549,17713,117961,118225,122273,118321,118448,290919,118322,1
80850,17759,117961,118413,122007,118685,120316,308574,118687,1
16340,25557,117961,118300,121951,128422,130134,118453,128424,1
45333,2113,117951,117952,117878,119192,128322,119184,119194,1
35965,1140,118212,118213,118352,118321,117906,290919,118322,1
79021,54303,117961,118327,118492,118451,125738,118453,118454,1
706,1334,117961,117962,118910,118451,130134,118453,118454,1
16191,34608,117961,118327,118320,118321,125206,290919,118322,1
80830,4659,117961,118225,120663,117905,240983,290919,117908,1
116628,7212,117961,118300,124725,118784,117906,290919,118786,0
23096,151425,119062,119091,118514,119962,168365,118205,119964,1
42085,14695,118602,118603,118008,118568,125168,19721,118570,1
28149,71189,117961,118386,128823,118318,168365,118205,118319,1
